DE,RO,EN
kriegszustand,stare de razboi,state of war
spektakuläres,spectaculos,spectacular
verklebt,lipit,glued
nanette,Nanette,nanette
pakistanischen,pakistanez,Pakistani
streitlustig,stresant,stressful
marybeth,Marybeth.,Marybeth
luper,Lucer.,luper
reifenpanne,obosi,tire
bevorzugten,preferat,preferred
reben,vita de vie,vine
verdrängte,deplasa,displace
milden,blând,mild
bespringen,urmă,trace
verbocken,merge,go
atrium,Atrium.,atrium
rodolphe,Rodolphe.,rodolphe
llewellyn,Llewellyn.,Llewellyn
reflektion,reflecţie,reflection
kreissäge,Fierăstrău circular,circular saw
tae-il,Tae-Il.,TAE-IL
rüstet,echipat,equipped
zwanghafte,obsesiv,compulsive
photonen,Fotons,photons
morningstar,Morningstar.,Morningstar
leistungsfähigkeit,performanţă,performance
sho,Sho.,sho
melina,melina.,melina
faustschlag,Font.,font
ballkleid,rochie de bal,ball gown
dorbeck,Dorbeck.,dorbeck
lazare,Lazar.,lazar
querschläger,transversală,crosslock
spendensammlung,donare,donation
clemente,clement,clement
wildpferde,cal salbatic,wild horse
tobys,TOBYS.,Tobys
bekleidung,îmbrăcăminte,clothing
erfolgsbilanz,istoric,track record
absaufen,evadare,escape
vermurkst,Murky.,murky
unangemessene,nerezonabil,unreasonable
matias,Matias.,matias
dorsey,Dorsey.,dorsey
ausbessern,reparație,repair
rinne,jgheab,gutter
zurückwerfen,arunca înapoi,throw back
rea,Rea.,Rea
grayer,Grayer.,grayer
scheuchen,pantof,shoe
flavius,Flavius.,flavius
fortschritten,progresul,progress
primitives,primitiv,primitive
zugs,tren,train
schu,lovitură,shot
loudon,tare,loud
panorama,panoramă,panorama
niagarafälle,cascada Niagara,Niagara Falls
ärmeln,mâneci,sleeves
besorgung,recurs,appeal
umzuleiten,divertisment,divert
strucker,lovit,struck
westdeutschland,Germania de vest,West Germany
hanna27,Hanna27.,Hanna27
gewühlt,fior,shudder
grim,rău,grim
schmeissen,arunca,throw
connally,connally.,connally
rebadow,Rebdow.,rebadow
stecht,servitoare,maid
zerteilen,divide,divide
schwächlich,slab,weak
obstsalat,salata de fructe,fruit salad
mystisches,mistica,mystical
klassenbester,clasă,class
trecker,tractor,tractor
hinkle,strălucire,glow
runtergeschluckt,superficial,shallowed
streu,gunoi,litter
mutterliebe,dragoste de mama,mother love
cj,CJ.,CJ
revanchiere,revanchise.,revanchise
bravour,Vitejie,Bravery
theres,Theres,theres
einäugigen,un singur ochi,one-eyed
malm,malm,malm
gewichts,greutate,weight
befiehl,comanda,command
eladio,Eladio.,eladio
verdünnt,diluat,diluted
salpeter,azotic,nitric
helms,Helms.,helms
verschluckte,înghițit,swallowed
imperialen,imperial,imperial
stockbesoffen,stilat,stylish
ausfechten,preface,feign
philanthrop,filantrop,philanthropist
gegenüberliegenden,opus,opposite
wassa,Wassa.,Wassa
zufälliges,Aleatoriu,random
polarität,polaritate,polarity
süsses,drăguţ,cute
auftragsmord,crimă,murder
erfrischen,reîmprospăta,refresh
bratensoße,sos,gravy
druckplatten,Plăci de imprimare,printing plates
lasky,Lascny.,lascny
eingespielt,înregistrate,recorded
europäisches,european,European
diskriminiert,discriminat,discriminated
koffeinfrei,decofeinizat,caffeine-free
oberflächen,suprafețe,surfaces
kiras,Kiras.,kiras
tilney,Tilney.,Tilney
turks,turc,turk
aufgefahren,ridica,pick up
demetri,Demetri.,demetri
fürstentum,principat,principality
kopfjäger,Head Hunter.,head hunter
gegenseitiger,reciproc,mutual
kaffeetisch,Masuta de cafea,Coffee table
gwenda,Gwenda.,Gwenda
ausreise,plecare,departure
kitzbühel,Kitzbühel.,Kitzbühel
galindo,galindo.,galindo
bewirkte,însoțitor de bord,steward
vorbeischicken,Trimiteți trecutul,send past
lloyds,Lloyds.,Lloyds
kinderstube,pepinieră,nursery
edelste,Cel mai bun,finest
gangsterboss,gangster,gangster
strafkolonie,Colonia criminală,criminal colony
pork,porc,pork
hineingegangen,plecat,gone
chinin,chinină,quinine
killermaschine,ucigaş,killer
kenai,Kenai.,Kenai
bettelarm,bedarm.,bedarm
picknickkorb,coș de picnic,picnic basket
grüssen,a intampina,to greet
ausreisen,părăsi,leave
oyster,stridie,Oyster
bahnbrechende,revoluționar,groundbreaking
eisenbahner,feroviar,railwayman
anreise,ajungem acolo,getting there
seeigel,mare urchin,sea ​​urchin
anzusetzen,a stabilit,set
dress,rochie,dress
bemalte,pictat,painted
amman,Amman.,amman
erwähn,valorifica,harness
todeswunsch,dorinta de moarte,death wish
dorado,Dorado.,Dorado
laust,Laur,laust
blutgruppen,Grupuri de sânge,blood groups
feuerprobe,Fireproof,fireproof
auslauf,garnitură,spout
shue,Shue.,shue
beweglichen,mobil,movable
spinnennetz,panza de paianjen,Spider web
blutverschmiert,lubrifiat,lubricated
wertgegenstände,valoare,valuables
irs,IRS.,IRS
leblosen,lipsit de viață,lifeless
morcerf,Morcerf.,Morcerf
weltausstellung,Expoziția Mondială,world exhibition
hauptfeldwebel,Principalul genunchi de câmp,main field knee
reinzuplatzen,izbucni,burst
crisval,Crisval,crisval
nebeneffekte,efecte secundare,side effects
bottich,TVA,vat
pobacken,Bobble.,bobble
muskatnuss,nucşoară,nutmeg
deformiert,deformat,deformed
pff,Pff.,PFF
stout,stout.,stout
schreihals,ţipăt,scream
übergabeort,TRANSFER SITE.,transfer site
bammel,draci,jitters
abgöttisch,epuiza,exhaust
fesselten,Bash.,bash
marokkaner,Marocan.,Moroccan
quijote,Quijote,quijote
alfreds,Alfred.,Alfred
dah,du.,du
misshandelte,abuzat,abused
lasalle,Las All.,las all
syndikats,sindicat,syndicate
blutrausch,sânge,blood
guthrum,Goodhrum.,goodhrum
stattlichen,Planificat,stately
himbeere,zmeură,raspberry
geschmacklosen,fără gust,tasteless
dauerten,lua,take
fruchtwasser,Apă de fructe,fruit water
pierres,Pierres,pierres
unübertroffen,de neegalat,unsurpassed
flocken,fulg,flake
vogelgrippe,gripa aviara,bird flu
fortzupflanzen,Plante,plants
phantastischen,fantastic,fantastic
artgenossen,gândit,thought-out
herunterladen,Descarca,download
konservieren,Presupune,preserve
purvis,Purvis.,Purvis
gonzague,Gonzague.,gonzague
ewiglich,etern,eternal
radiergummi,radieră,eraser
baseballkarten,Carte de baseball.,baseball cards
knattert,zăngănit,clatter
sekundären,secundar,secondary
türkis,turcoaz,turquoise
maia,Maia.,Maia
vroni,Vrini.,Vroni
schweinekoteletts,Circuite de porc,pork chops
sheldrake,Raţă sălbatică,Sheldrake
nächtlicher,noapte,night
geschaukelt,împrăștiate,scattered
matata,matata,matata
cayenne,Cayenne.,Cayenne
begib,dăruire,giving
sinnlichen,senzual,sensuous
bitterkalt,amar,bitter
außenseiterin,outsider.,outsider
sklavenarbeit,Slave de lucru,slave work
bestrebt,Strădui,strive
zickzack,zigzag,zigzag
verängstigtes,speriat,frightened
adoptionsagentur,Agenția de adopție,adoption agency
fielst,căzut,fell
sigismund,Sigismund.,Sigismund
besprechungsraum,sala de sedinte,meeting room
voulez,Voulez.,voulez
neubau,cladire nouă,new building
beschwerlich,greoaie,arduous
bügelt,fier,iron
rookie,recrut,rookie
flackert,Flicker.,flicker
umprogrammiert,reprogramat,reprogrammed
zugange,agăţat,hanging
innendienst,Serviciul intern,internal service
verteidigten,apărat,defended
spezifischer,specific,specific
touvier,Touvier.,touvier
zwänge,constrângere,constraint
sandbank,Sandbar.,sandbar
mitzuerleben,martor,witness
unfrieden,mulțime,crowd
einstweilen,fara indoiala,undoubtedly
grillenzirpen,gratar,barbecue
wok,wok.,wok
dionne,Dione.,dione
durchzubrennen,Ardeți-vă,burn through
sauerstoffgehalt,Conținutul de oxigen.,oxygen content
marching,Marșul,marching
faceplant,Faceplant,Faceplant
dumpty,Dumpty.,dumpty
riddick,Riddick.,riddick
omicron,Omicron.,Omicron
brettspiele,jocuri de masă,board games
anzündet,lit.,lit
dienerinnen,servitori,servants
herauszuhalten,rezista,hold out
vornimmt,face,make
rostlaube,rugini,rust
blutsverwandt,Bloodframe.,bloodframe
verkracht,coroană,crown
gartenparty,petrecere în grădină,garden party
zwischenzeitlich,între timp,meantime
morgensonne,soarele de dimineață,morning sun
wiggins,Wiggins.,wiggins
warenlager,depozit,warehouse
badeanzüge,Costume de baie,Swimsuits
stelldichein,paralel,parallel
unabdingbar,indispensabil,indispensable
pils,Pils,pils
veranstalter,organizator,organizer
wüsst,știind,knowing
begehr,dorință,desire
moralapostel,MoralaPosel.,Moralapostel
kletterten,urcat,climbed
prof,prof,prof
raymonds,Raymond.,raymond
depressive,depresiv,depressive
ehrenamtliche,voluntar,voluntary
inkarnation,încarnare,incarnation
bambino,Bambino.,bambino
nub4u,Nub4u.,Nub4u
schatztruhe,cufar cu comori,treasure chest
meb,Meb.,MEB
zurückbeordert,înapoi,back
außenstehender,outsider.,outsider
silberstreif,Stripul de argint,silver strip
erfassung,detectare,detection
holts,deținere,holding
meerenge,strâmtoare,strait
prostituieren,prostituată,prostitute
glücksgefühl,Sentimentul fericirii,sense of happiness
disco-musik,Disco Music,Disco music
afrikanisches,african,African
wiegand,Wiegand.,Wiegand
shayla,Shayla.,shayla
ex-frauen,Ex-femeile,Ex-women
akupunktur,acupunctura,acupuncture
petschek,Petschek.,petschek
vulgäre,vulgar,vulgar
hysterischen,isteric,hysterical
stonehenge,piatră,stone
sternhagelvoll,Privind.,staring
flachzulegen,in,flax
festsitze,lovi cu pumnul,punch
scheinfirma,Fellight.,felliness
kilt,Kilt.,kilt
gigant,gigant,giant
vergis,a uita,forget
scharfschützengewehr,Sniper,sniper
zurückzufahren,Condu inapoi,drive back
familienangehörigen,membru al familiei,family member
feindkontakt,inamic contact,enemy contact
rastete,Așezat,latched
eingekerkert,Cartă,charter
wagten,a îndrăznit,dared
fortsetzt,continuând,continuing
wohltätigkeitsorganisation,caritate,charity
stink,putoare,stink
gedrungen,izbitoare,striking
eintragungen,Intrări,entries
kränkung,infirm,cripple
guatrau,Guatau.,Guatrau
smash,lovitura,smash
republikanern,Republicanii,Republicans
lebensstandard,standarde de trai,living standards
durchzug,Proiect,Draft
längengrad,longitudine,longitude
wildern,braconaj,poaching
sarkoidose,Sarcoidoză.,sarcoidosis
oy,Oy.,oy
platzierung,Plasare,placement
fischfabrik,Fabrica de pește,fish factory
restarick,restabilik.,restarick
geschäftsleben,Viața de afaceri,business life
versicherungssumme,suma asigurata,sum insured
hüllt,ambalaj,wrapping
volkszählung,recensământ,census
siggy,Siggy.,Siggy
übersinnlich,supranatural,supernatural
liebenswerten,amabil,lovable
tanzschritte,dans,dance
finanzkrise,Criza financiară,financial crisis
aitan,Aitana.,aitan
books,cărți,books
kanonenfutter,Cannon alimente,cannon food
verkehrskontrolle,control de trafic,traffic control
weckten,trezește-te,wake up
bierflasche,sticla de bere,beer bottle
azusa,Aza.,aza
nachtsicht,vedere nocturnă,night vision
dazukommen,Alăturați-vă,join in
lauthals,tare,loudly
pornofilm,Porno film,Porn movie
angelacht,fictiv,fictitious
bissl,Bisl.,bisl
anspreche,raspuns,response
krankenhausreif,spital,hospital
konferenzzimmer,sală de conferință,conference room
ilithyia,Iliitia.,ilithyia
spagat,spagat,spagat
jelena,Jelena.,Jelena
involvieren,a implica,to involve
pfaffen,laba,paw
heuboden,pătul pentru fân,hayloft
tennisschläger,racheta de tenis,tennis racket
hightech,High Tech,high-tech
lafitte,Lafitte.,Lafitte
herauskriegen,iesi afara,get out
zunder,Tinder,tinder
saust,Saurt,saust
talents,talente.,talents
xiv.,XIV.,XIV.
versagern,Muffle,muffle
masseurin,maseur,masseur
dianes,Dianes.,Dianes
tarnt,camuflaj,camouflaged
artisten,artist,artist
umbrella,umbrelă,umbrella
kurses,curs,course
erforschte,Explorat,explored
lebenswillen,Wilare.,wilare
mailänder,Milano,Milan
selbstgemachte,de casă,homemade
guo,Guo.,Guo
trödelt,deșeuri,junk
elroy,Elroy.,Elroy
zurückblicke,înapoi,back
wertet,valoros,valuable
rumgealbert,rumGalbert.,rumgealbert
denkfabrik,gândire,thinking
parkschein,bilet de parcare,parking ticket
s01e09,S01E09.,S01E09
verachtete,disprețuit,despised
manifestieren,manifesta,manifest
geschichtsstunde,istorie,history
ergreif,jale,grief
tröten,trop,trop
lead,conduce,lead
strotzt,Busty.,busty
selbstzweifel,îndoială de sine,self-doubt
colfax,Colfax.,Colfax
sinkflug,coborâre,descent
mitfeiern,sărbători,celebrate
lästiger,enervant,annoying
gutgläubig,in buna credinta,in good faith
lesebrille,ochelari de citit,reading glasses
jilly,Jilly.,jilly
elends,mizerie,misery
politesse,politic,political
gerafft,s-au adunat,gathered
chuckles,chicoteală,chuckle
potentieller,potenţial,potential
pallas,Pallas.,pallas
vitale,vital,vital
verständlicher,de inteles,understandable
formuliere,formula,formulate
beltran,izbitoare,striking
blutsbruder,frate de sânge,blood brother
kavanaugh,Kavanaugh.,Kavanaugh
devine,Devine.,Devine
fledermäusen,lilieci,bats
friedensabkommen,tratat de pace,peace treaty
instand,reparație,repair
mundschutz,gura,mouthguard
zweitklassigen,clasa a doua,second-class
abzuschlagen,epuizează,deplet
dastan,dieta.,dietan
enzian,genţiană,gentian
canadian,canadian,canadian
drumlin,Drumlin,drumlin
pikant,picant,piquant
hidden,ascuns,hidden
castings,turnare,casting
gangmitglied,membru de banda,gang member
metcalf,Metcalf.,Metcalf
konventionell,convenţional,conventional
hilferufe,apel,call
zielgerade,ţintă,target
riesengroßen,gigant,giant
sicherheitsbüro,Oficiul de securitate,security office
globalisierung,Globalizarea,globalization
dior,Dior.,dior
neurosen,nevroză,neurosis
beiträgt,a contribui,contribute
cooperman,Cooperman.,Cooperman
hunsrück,Hunsrück.,Hunsrück
schweißer,sudor,welder
nebelhorn,ceaţă,fog
patrouilliert,patrulare,patrol
pflanz,scândură,plank
bacchus,Bacchus.,Bacchus
teasdale,Teasdale.,teasdale
kapitalistischen,capitalist,capitalist
kalaschnikow,Kalashnikov.,Kalashnikov
systemausfall,eroare de sistem,system failure
unfallstelle,Locul accidentului,accident site
diaphragma,diafragmă,diaphragm
kriminallabor,laboratorul de criminal,criminall laboratory
hôtel,hotel,hotel
gejagten,vânătoare,hunt
upton,Upton.,upton
inglethorp,INGLETHORP.,Inglethorp
daffy,Daffy.,Daffy
profits,profituri,profits
geckos,Geckos.,geckos
brandmal,coniac,brandy
riordan,Riadan.,riadan
kingdom,Împărăție,kingdom
jugendzentrum,centrul de Tineret,youth Center
hängengeblieben,Hidru,keen
knappes,rar,scarce
angeschwemmt,robust,rugged
ausgeklügelt,sofisticat,sophisticated
schleimen,resturi,scrap
ausführlicher,in detaliu,in more detail
allisons,Allisonii,allisons
illegalem,ilegal,illegal
tötens,ucidere,killing
zugelaufen,alerga,run
allet,aloca,allot
ü,Ü.,Ü
gio,Gio.,gio
künstlerisches,artistic,artistic
murmelst,mormăi,mumbling
überspringt,ocolire,skip
hausdiener,gospodăriile,householders
limone,lămâie verde,lime
rangehst,Clasament,ranking
sternenstaub,praf de stele,Stardust
hewlett,Hewlett.,Hewlett
nygaard,Nygaard.,Nygaard
stamford,Stamford.,Stamford
trille,Băutură,drinking
newsweek,Newsweek.,newsweek
blutrache,sânge,blood
tashi,Tashi.,tashi
überquere,traversa,cross
pelzigen,cu blană,furry
sperber,sputter,sputter
tribeca,Tribca.,Tribeca
gruyter,Gruyter.,gruyter
fehleinschätzung,abateri,misconduct
experimentell,experimental,experimental
dato,Data,date
treues,fidelitate,faithfulness
büchlein,broșură,booklet
m.j.,M.J.,M.J.
prinzesschen,Prinții,princes
nähmen,a coase,sew
neptune,Neptun,Neptune
bodo,Bodo.,bodo
beflecken,pete,stain
psychiatrischer,psihiatric,psychiatric
taubenschlag,porumbel,pigeon
khal,Khal.,khal
jb,JB.,JB
sonnenblumen,floarea-soarelui,sunflowers
estates,Estates.,estates
facetten,fațete,facets
rhabarber,rubarbă,rhubarb
eames,Eames.,EAMES
anfängerfehler,începător,beginner
kittridge,Kittridge.,kittridge
hauptsturmführer,Ghidul de masă,mainstormer
dozenten,lector,lecturer
ernstlich,serios,serious
glã,sclipire,gleam
pompeius,pompy.,pompy
gebrabbel,Flabbing.,flabbing
maciste,Maciste,maciste
aufzuschieben,continua,go on
davongemacht,de la care,from which
margery,martal,marbly
hauptbuch,carte,book
eingepennt,îngrămădit,piled
geisterschiff,corabie fantoma,ghostship
kricket,cricket,cricket
fahrprüfung,test de conducere,driving test
senkte,scăzut,lowered
scoop,chiuretă,scoop
mitgewirkt,implicat,involved
verbitterte,amar,bitter
fluchtmöglichkeit,evadare,escape
porta,Porta.,porta
jeter,jeter,jeter
bäche,curent,stream
riten,ritualuri,rites
bastion,bastion,bastion
darfich,Se poate,may I
zunehmenden,crescând,increasing
glimpflich,sclipire,gleam
aladin,Aladin.,Aladin
anklopft,bate,knocking
drogengeschäfte,Magazine de droguri,drug stores
tachibana,Tahibana.,Tachibana
bahrain,Bahrain.,bahrain
klatschpresse,bârfă,gossip
theron,Theron.,theron
unterstreicht,subliniat,underlined
paranormalen,paranormal,paranormal
dessler,Descert.,desser
tribbles,triburi,tribbles
admiralität,Admiralitatea,Admiralty
wellesley,Wealthley.,wealthley
borschtsch,Ciorbă,Borsch
myspace,spatiul meu,myspace
verspürst,simt,feel
verfärbung,decolorare,discoloration
berner,Bernese.,Bernese
seebarsch,marsabuster.,seabuster
alleinerziehend,parinte singur,single parent
mathers,Doamnă,Mathers
attentats,însoţitor,attendant
druckverband,Imprimarea compusului,Printing compound
anfallen,atac,attack
pharaoh,faraon,pharaoh
charmantes,fermecător,charming
bigamie,bigamie,bigamy
proktor,Proctor,proctor
majestét,Majesét.,majestét
bettlerin,cerşetor,beggar
eaton,Eaton.,Eaton
hereinplatzen,barja în,barge in
jockeys,Jockeys.,jockeys
abbé,Abbé.,Abbé
magma,magmă,magma
ramada,Ramada.,Ramada
ramponiert,ramped,ramped
anthropologin,antropolog,anthropologist
angestrengtes,încordat,strained
tabasco,Tabasco.,Tabasco
weihnachtsgeschichte,Povestea de Crăciun,Christmas story
rust,rugini,rust
verschwimmen,estompa,blur
uriniert,urinat,urinated
draufhat,conducere,driving
jaeger,Vânător,Hunter
präsentierten,prezentat,presented
abenteuerliche,aventuros,adventurous
hortensien,hortensie,hydrangea
bohre,burghiu,drill
villette,Villette.,villette
ehrenhalber,onorabil,honorable
mechanikerin,mecanic,mechanic
geistergeschichte,poveste cu fantome,ghost story
rambaldis,rambald.,rambald
unpünktlich,nepunctual,unpunctual
mccoys,McCoys.,McCoys
kulle,minge,ball
hedda,Hedda.,Hedda
klimaanlagen,Sisteme de climatizare,air conditioning systems
gurney,Gurney.,gurney
principal,principal,principal
kimchi,Kimchi.,kimchi
missbilligt,dezaprobator,disapproving
abkommens,acord,agreement
kriegsverletzung,violent,violent
walts,Walt.,walt
lethal,Mortal,Lethal
sönke,Sönke,Sönke
konvois,convoi,convoy
renkt,profit,profit
tachykard,Tahykard.,tachykard
stimmrecht,Dreptul de vot,voting right
kirill,Kirill.,kirill
einflussreichsten,influent,influential
teleportation,Teleportare,teleportation
vorbildliche,exemplar,exemplary
äfft,Efft.,efft
beasley,Beasley.,bealey
estella,Estella.,estella
abnormale,anormal,abnormal
m.k.,M.K.,M.K.
hübschere,prowere,prowere
sonderbaren,ciudat,strange
reiskuchen,tort de orez,rice cake
trübsinnig,sumbru,gloomy
uk-serien,Seria britanică,UK series
jessas,Jessass.,Jessas
beurlaubung,părăsi,leave
impfstoffe,vaccin,vaccine
schwefelsäure,acid sulfuric,sulfuric acid
krampfanfall,convulsie,convulsion
vorauszahlung,Plată în avans,Advance payment
azgeda,Azgeda.,azgeda
absehbarer,previzibil,foreseeable
gaudi,Gaudi.,Gaudi
hakuna,Hakuna.,Hakuna
geteiltes,Despică,split
abdichten,sigiliu,seal
justieren,regla,adjust
angélica,Angélica.,Angélica
jugendfreund,Tineret prieten,youth friend
zunimmt,ruina,ruin
koda,Coda.,coda
waagerecht,orizontală,horizontal
nöte,nevoie,need
ausbildungslager,tabără de antrenament,training camp
gehalts,salariu,salary
streikbrecher,StrikeBreaker.,strikebreaker
bunting,bâzire.,bunting
branntwein,Spiritele,spirits
unterzeichneten,semnat,signed
schwermut,melancolie,melancholy
strategischer,strategic,strategic
tiara,diademă,tiara
gianopolous,gianopolo,gianopolous
tallmadge,Tall Madge.,tall madge
energiequellen,surse de energie,energy sources
lokales,local,local
ferraris,Ferraris.,ferraris
melchior,Melchior.,melchior
coil,bobina,coil
narita,Narita.,Narita
überfürsorglich,suprasolicitat,oversoringly
mcphee,McPhee.,mcphee
aileen,AILE.,aile
konfirmation,confirmare,confirmation
startlinie,linia de pornire,start line
sauferei,Booze.,booze
mißverständnis,neînţelegere,misunderstanding
ltd,Ltd.,Ltd
erstgeborener,întâi născut.,firstborn
geschäftsreisen,calatorii de afaceri,business trips
ausgepumpt,sărăcit,impoverished
angeheitert,Tipsy.,tipsy
damenunterwäsche,lenjerie,lingerie
grässliches,oribil,horrible
hilfskräfte,Auxiliare,auxiliaries
fourth,Al patrulea,Fourth
stranden,întinde,stretch
smirre,Smirre,smirre
komödiant,comedie,comedy
anbeißt,rupere,tearing
zerrissenen,rupt,torn
willkür,Arbitrar,arbitrariness
untätigkeit,Inacțiune,inaction
an.,pe.,on.
protokollieren,a inregistra,to log
mallard,Mallarding.,Mallard
butt,fund.,butt
unschätzbar,nepreţuit,invaluable
hinauslaufen,epuizat,run out
mordor,crimă,murder
edgington,Edgington.,edgington
bestechungsgeld,mită,bribe
kindergeburtstag,Ziua de naștere a copilului,child's birthday
bedauernswerte,regret,regret
gerechtes,doar,just
sweetwater,Apa dulce,Sweetwater
konturen,contur,contour
eingeritzt,curățată,scrubbed
farell,Farell.,Farell
vivat,Vivat,vivat
troys,Troy.,troy
verkleide,îmbrăcat,clad
compadre,Compadre,COMPADRE
eingereist,înrădăcinată,entrenched
lüstling,tocă,stewing
morsch,putred,rotten
freizubekommen,primesti gratuit,get free
charakterstärke,Amidon de caractere,character starch
deutlichen,distinct,distinct
opry,opry.,opry
grafton,grefă,graft
brechreiz,stimulente de strivire,crushing stimulus
meta-mensch,Meta-Human.,meta-human
bockhorn,Bockhorn.,Bockhorn
happened,a sugerat,hinted
mulmig,mulmous,mulmous
vitaminen,Vitamine,vitamins
zermahlen,pisa,grind
psychoanalytiker,psihanalist,psychoanalyst
wildman,Om salbatic,Wildman
destruktiv,distructiv,destructive
patna,Patna.,Patna
taik,Take,taike
implodieren,implozie,implode
hep,Hep.,hep
wohltätig,caritabil,charitable
dahmer,Dahmer.,Dahmer
halbgott,jumătate de dumnezeu,half-god
unterführung,Subpass.,underpass
einschluss,includere,inclusion
verdorbener,răsfățat,spoiled
barrie,barrie.,barrie
privilegierte,privilegiat,privileged
schnuffi,Schnuff.,schnuffi
gelage,jeleu,jelly
aragorn,Aragorn.,Aragorn
nanda,Nanda.,Nanda
wiederhabe,reputatie,reputation
sympathische,simpatic,sympathetic
spielstand,Scor,score
verprasst,nelegiuit,iniquitous
herkömmlichen,ca de obicei,usual
überschwemmen,potop,flood
janne,Janne.,Janne
kittredge,Kittredge.,kittredge
kinderkrankenhaus,Spitalul pentru copii,children's hospital
todschick,gras,fat
inch,inch.,inch
lwaxana,Lwaxana.,Lwaxana
anthonys,Anthonies.,Anthonies
benning,Benning.,benning
trinidad,Trinidad.,trinidad
vermisstenmeldung,Mesaj lipsă,missing message
fischhändler,Fishman.,fishman
highlights,Repere,highlights
aquitanien,Aquitaine.,Aquitaine
hasegawa,Hasegawa.,Hasegawa
daliegen,du-te jos,go down
lateiner,latin,Latin
aminosäuren,aminoacizi,amino acids
gräten,Fishbone.,Fishbone
wetteifern,zadar,vain
stechenden,Stinging.,stinging
belesen,citit,read
doktorin,doctor,doctor
horns,corn,horn
cyr,Cyr.,Cyr
giftschlange,otravă,poison
viertelmeile,trimestru de kilometru,quarter mile
sommerzeit,Summertime,Summertime
ehegatten,soț / soție,spouse
darstellte,prezentat,presented
margarine,margarină,margarine
damenhaft,Saddy.,saddy
guinan,Guinan.,guinan
mute,mut,mute
saratoga,Saratoga.,Saratoga
ereilen,iepure de câmp,hare
abkoppeln,decupla,uncouple
entlohnung,remuneraţie,remuneration
fernhältst,stau,stay
goblin,elf,goblin
schleppend,lent,sluggish
italia,Italia.,Italia
cairo,Cairo.,Cairo
aleksei,Aleksei.,Aleksei
marti,Marti.,Marti
vergöttere,Fiddle.,fiddle
bäuerchen,mazăre,peas
ersparnissen,economii,savings
verabredeten,numit,appointed
abgebrüht,penetrare,penetration
übersetz,traducere,translating
gebunkert,Bunk.,bunk
molkerei,lactat,dairy
gutmütigkeit,bun-naturalitate,good-naturedness
geraldo,Geraldo.,Geraldo
rausbringt,rasă,breed
bodine,Bodin.,bodine
friedensgespräche,Păcea,peacekeeping
gesetzbuch,scrisoare,letter
leith,Leith.,Leith
reproduziert,reprodusă,reproduced
intubiert,intubulat,intubated
ratchett,Ratchet.,ratchet
türkisches,turc,Turkish
geirmundur,Girmundur.,girmundur
eigenarten,particularitate,peculiarity
flaschengeister,Spiritele de sticla,bottle spirits
steinbock,Capricornul,Capricorn
satomi,Satomi.,satomi
menüs,meniuri,menus
solutions,Soluții,Solutions
mosaik,mozaic,mosaic
kryptonische,Cryptonic,cryptonic
siren,sirenă,siren
auffällige,izbitoare,striking
abgetrennte,separat,separated
gescheiterter,fezabilă,feasible
reihenhaus,Townhouse.,townhouse
alisa,Alisa.,Alisa
belli,Belli.,Belli
hausflur,hol,hallway
feuerwehrauto,mașină de pompieri,fire truck
foie,Foie.,foie
akut,acut,acute
hierhergezogen,mutat aici,moved here
merchant,comerciant,merchant
verkrampfen,cramp.,cramp
konfrontierte,confruntat,confronted
kepler,Kepler.,kepler
videokameras,Camere video,video cameras
hocharbeiten,lucrați,work up
mija,mija.,mija
räudige,suc de fructe,squash
drea,frică,dreading
akademisch,academic,academic
anästhesist,anestezist,anesthetist
feiglingen,duşman,foe
radford,Radford.,Radford
x-beliebigen,X-Arbitrar,X-arbitrary
salzige,Sărat,salty
optisch,optic,optical
verdauungstrakt,tractului digestiv,digestive tract
mani,mani.,mani
pulsiert,pulsat.,pulsated
oberliga,Oberliga.,Oberliga
gepokert,Poked.,poked
orangefarbenen,portocale,orange
ahhhh,Ahhh.,ahhh
interstellare,interstelares.,interstellar
bodenkontrolle,Controlul solului,ground control
macoco,Macoco.,macoco
saxofon,saxofon,saxophone
owl,Bufniţă,Owl
record,înregistrare,recording
sammlerstücke,Colectibiles.,collectibles
kompromisslos,fără compromisuri,uncompromising
zollbehörde,Autoritatea vamală,customs authority
schlanken,a se sprijini,lean
galeeren,galeră,galley
containern,conține recipientul,contain container
heterosexuell,heterosexual,heterosexual
bumble,Bumble.,bumble
jamba,Jamba.,jamba
straßennamen,numele strazii,street name
moro,Moro.,moro
heuchlerisch,ipocrit,hypocritical
französinnen,limba franceza,French
goodweather,Vreme buna,Goodweather
deedee,Deedee,deedee
könnens,poate S.,can s
herumgeschubst,lovi cu pumnul,punch
kurts,rănit,hurt
fleury,lânos,fleecy
reykjavík,Reykjavík.,Reykjavík
opferung,sacrificiu,sacrifice
darken,îndrăzneț,daring
anzüglich,sugestiv,suggestive
mclaughlin,McLaughlin.,McLaughlin
handhabung,manipularea,handling
herzensgüte,Calitatea inimii,heart quality
jeannies,Jeanies.,jeanies
greys,gri,grey
thursby,Thursby.,Thursby
limoges,Limog,limog
floriert,Flower.,florated
draufstehen,intrați în sus,get on top
schmuckstücke,breloc,trinket
verena,Verena,Verena
tristin,tristin.,tristin
gestöhnt,gemate,groaned
bazillus,bacil,bacillus
gemeinnützigen,non-profit,non-profit
drewe,Drew.,drew
verweigerten,refuzat,refused
entzog,detașat,deoved
besuchszeiten,Timpul de vizită,visit times
